['Treatment' 0.047790195664771024]
['ZNF224' 2.1793820098723077e-06]
['LRP10' 2.1685101793442544e-06]
['CSNK1G3' 2.165277346470016e-06]
['NUDC' 2.165236567419396e-06]
['FAM78A' 2.1602436944871363e-06]
['PSMB10' 2.1596040184936597e-06]
['PEX12' 2.1589095276437558e-06]
['HTN3' 2.157361835629999e-06]
['PCDH9' 2.1562518208754714e-06]
['ERAS' 2.155846364754866e-06]
['ALDH18A1' 2.1543210207767604e-06]
['RNF113B' 2.1506356613626655e-06]
['MED4' 2.1428951541652683e-06]
['FGFBP2' 2.133227556327311e-06]
['C7orf30' 2.1329901412882062e-06]
['DUSP5' 2.126187338204237e-06]
['BACE1' 2.1258124773645535e-06]
['MAN1A2' 2.1255120869716135e-06]
['WNT8B' 2.12408730997309e-06]
['LRRC48' 2.123104707094287e-06]
['LEMD3' 2.121280216107563e-06]
['RAVER2' 2.1209941201829756e-06]
['PEX14' 2.1187335308464544e-06]
['SOX6' 2.1181472957278328e-06]
['SYNGR3' 2.1169374247817485e-06]
['C14orf100' 2.1145497486373405e-06]
['C20orf151' 2.1140521730301318e-06]
['KIAA0100' 2.112146146484658e-06]
['FLJ13231' 2.109923915574693e-06]
['KIAA0195' 2.1070886154894415e-06]
['RRAGD' 2.107013742938546e-06]
['TMEM14B' 2.105584039622735e-06]
['LRRC4' 2.103457012912834e-06]
['NPHS2' 2.0983943611017234e-06]
['DRD1IP' 2.0971345293386823e-06]
['FAM100A' 2.094830885543377e-06]
['RAB1B' 2.094802580021948e-06]
['AKAP9' 2.0924987960619407e-06]
['KLK10' 2.0924480728582116e-06]
['EPHB4' 2.0920411602677825e-06]
['ZSCAN5' 2.091050634776282e-06]
['PRR18' 2.0891641311604635e-06]
['ATP13A5' 2.0858445599473563e-06]
['DDX56' 2.0851300493866813e-06]
['C19orf44' 2.0848182787448193e-06]
['IL31' 2.0829801282534104e-06]
['C2orf24' 2.0785108306261176e-06]
['DHODH' 2.0720824663005194e-06]
['APOC3' 2.071015483382637e-06]
['PDPR' 2.0703603423248164e-06]
['METT5D1' 2.069862213315833e-06]
['FCRLB' 2.0663606023361982e-06]
['KIF26A' 2.065185196946308e-06]
['NEBL' 2.0647527479147116e-06]
['PEX3' 2.05695201104447e-06]
['ZFHX3' 2.0561770712743678e-06]
['KCNE3' 2.0552520030344464e-06]
['POLM' 2.0538952341099506e-06]
['FUSIP1' 2.05381186531849e-06]
['NR1H2' 2.051084836775464e-06]
['ZNF518' 2.0504045757124793e-06]
['UCN2' 2.0470177641800467e-06]
['KCNK2' 2.0438584033831736e-06]
['EGR1' 2.0428806939855462e-06]
['INSR' 2.041002313960552e-06]
['SLC41A3' 2.0395257656202906e-06]
['MPP5' 2.0382678443098373e-06]
['RBM28' 2.0378002015382005e-06]
['PPIA' 2.035865866252575e-06]
['C1RL' 2.034678791421671e-06]
['HK2' 2.0333161332535623e-06]
['CDK5R2' 2.0308872721011424e-06]
['CHIT1' 2.0303079842700523e-06]
['PFKFB4' 2.02913884315632e-06]
['LOC399900' 2.0262611717870717e-06]
['DKFZP564O0523' 2.0254320504526774e-06]
['SEC22C' 2.0239968749327234e-06]
['GSTK1' 2.021900647035011e-06]
['TFAM' 2.021431017638363e-06]
['TREH' 2.020677290922378e-06]
['CLCN6' 2.013324467891849e-06]
['FBXL22' 2.012757447393861e-06]
['SORCS3' 2.0090976068342486e-06]
['CKB' 2.002220871760761e-06]
['ARID3A' 1.997090717925129e-06]
['MSRB3' 1.994761532079228e-06]
['C11orf75' 1.9918067242620927e-06]
['VASH1' 1.9905630308497176e-06]
['SCNN1A' 1.989179859022769e-06]
['ZNF525' 1.987910658838744e-06]
['C1orf85' 1.985404121370513e-06]
['NXF3' 1.9805270909408064e-06]
['NDUFB3' 1.977516268168159e-06]
['C20orf106' 1.969982988184562e-06]
['CD5L' 1.9613074508458872e-06]
['C2orf15' 1.955825146829664e-06]
['STK4' 1.9552870787704905e-06]
['C9orf142' 1.955007226792451e-06]
['ZNF409' 1.9547567078642354e-06]
['FRMPD4' 1.9525695387890743e-06]
['SERPINI2' 1.951635530587897e-06]
['OR52M1' 1.9513932977993494e-06]
['DULLARD' 1.949923030793857e-06]
['FTSJ1' 1.948479653620121e-06]
['ATXN1' 1.944580433392522e-06]
['MESDC1' 1.9422763760238917e-06]
['ERP29' 1.9413639213043885e-06]
['DLL1' 1.9399339881311638e-06]
['PCDHGA3' 1.9387257181346754e-06]
['ENAH' 1.937046279865436e-06]
['HYI' 1.9354673263765174e-06]
['PHOX2A' 1.9349545126278084e-06]
['ZNF441' 1.934837987399954e-06]
['RCP9' 1.9336450993496656e-06]
['ARHGAP28' 1.9315524117387797e-06]
['SLC33A1' 1.930955147082214e-06]
['SNX5' 1.927616829775128e-06]
['ZNF24' 1.9268938964446034e-06]
['PPAPDC1B' 1.9268117598735937e-06]
['ME1' 1.925237869585357e-06]
['KIAA0258' 1.917515906682932e-06]
['TRIM44' 1.9157587657691353e-06]
['RXFP1' 1.9154160998136005e-06]
['ZNHIT1' 1.9109405096156584e-06]
['TCAP' 1.9095327080899983e-06]
['LRIG2' 1.905171519492091e-06]
['KIAA1804' 1.9019134595502256e-06]
['DGAT1' 1.8997509541168727e-06]
['GRAMD3' 1.8992729232521328e-06]
['RRS1' 1.8970967032012934e-06]
['NXT2' 1.8962558045983326e-06]
['EXOC7' 1.8941564990334689e-06]
['APP' 1.8923407063138258e-06]
['GARS' 1.8899059775588938e-06]
['LUC7L' 1.884079940217706e-06]
['EPAS1' 1.8819210146364922e-06]
['RNF19B' 1.8773591697593977e-06]
['CDC25A' 1.8739987053903236e-06]
['CSAG1' 1.8722408890740953e-06]
['PPP1R14A' 1.8712217967625612e-06]
['PDCD6' 1.870115502144977e-06]
['EHD1' 1.8697977445998325e-06]
['WFDC3' 1.8689554891053538e-06]
['ZNF595' 1.8635515485701544e-06]
['NXPH3' 1.8626219298448586e-06]
['OR51B5' 1.8613123074752636e-06]
['EFHB' 1.8612247343459084e-06]
['MT1H' 1.8584310256337652e-06]
['GABRA4' 1.8533274508109986e-06]
['RNASE2' 1.851989671649649e-06]
['RSRC1' 1.8462907869861133e-06]
['SPTBN1' 1.8449468460006177e-06]
['SULT1E1' 1.843688945730283e-06]
['HOMER3' 1.8373589606414e-06]
['MED26' 1.8355686312367477e-06]
['HSPD1' 1.8321400779183176e-06]
['PPP1R1B' 1.8318397251593517e-06]
['BFSP1' 1.8317891275605722e-06]
['SH2D5' 1.8281301212929567e-06]
['PDCL3' 1.8266090664360757e-06]
['GCN1L1' 1.8237170608286348e-06]
['ZFAND2B' 1.820633415785889e-06]
['FLJ13236' 1.8170665793073308e-06]
['FBXL10' 1.8145003255505394e-06]
['SMARCD2' 1.8119124964917695e-06]
['FAAH' 1.807027420436708e-06]
['MBNL1' 1.8061580947028612e-06]
['C20orf20' 1.8052602984366443e-06]
['CD53' 1.8047214596858829e-06]
['GGA1' 1.803690144948423e-06]
['C6orf89' 1.8018802352150856e-06]
['CXCR3' 1.8005118173269284e-06]
['C1orf187' 1.7952244867396182e-06]
['FLJ20323' 1.7914532431469914e-06]
['SLC44A4' 1.7897093044093563e-06]
['SMG7' 1.7866615998409867e-06]
['RRM2B' 1.7825015940437894e-06]
['MACROD2' 1.7793832373372908e-06]
['SGOL1' 1.7720865712881954e-06]
['LRDD' 1.7608739855264597e-06]
['PAWR' 1.7593940543409668e-06]
['SLC32A1' 1.7588371626769474e-06]
['DDX19A' 1.7581622256688893e-06]
['USHBP1' 1.7572625720965874e-06]
['BIN1' 1.7497495743854273e-06]
['SLC9A11' 1.7481253782760698e-06]
['FAM33A' 1.7476139365041684e-06]
['CLEC5A' 1.7438470656744336e-06]
['ELOF1' 1.7299019202333992e-06]
['SFRP4' 1.7254904475535828e-06]
['AKAP4' 1.724417718437912e-06]
['EXOC4' 1.7243915099530073e-06]
['KLRG1' 1.7192091358326645e-06]
['PCNA' 1.718766105776537e-06]
['TBX20' 1.7175766178400672e-06]
['FLJ40235' 1.7165943424253988e-06]
['ACTR5' 1.7137056122771706e-06]
['PDGFD' 1.7125228699366882e-06]
['ALAD' 1.7111651511398474e-06]
['IGFALS' 1.709941998284509e-06]
['OPHN1' 1.7098283928283476e-06]
['YAP1' 1.709006107125818e-06]
['NCOA7' 1.7083757734128478e-06]
['SLC9A5' 1.7082375216964613e-06]
['TRAM1L1' 1.7065676389914483e-06]
['C15orf26' 1.7042592884334819e-06]
['DECR2' 1.703057296223801e-06]
['DKFZP566E164' 1.700868912303649e-06]
['TNFRSF10A' 1.6942027905781321e-06]
['LNX2' 1.6921034511328272e-06]
['DAPK3' 1.686690662623935e-06]
['OR11H4' 1.6850006027992792e-06]
['C2orf47' 1.6823691934360843e-06]
['GPRIN3' 1.6823009250580476e-06]
['PTCH1' 1.6810164424634848e-06]
['C14orf112' 1.6790218407152212e-06]
['PGLYRP3' 1.6752850662351106e-06]
['NMT2' 1.6731968883991982e-06]
['ADRBK1' 1.671899589734166e-06]
['FLJ20309' 1.6703763250809786e-06]
['ANGPTL5' 1.6689134980565971e-06]
['STXBP4' 1.6682973883213834e-06]
['EPN2' 1.667799736512486e-06]
['PPFIA2' 1.6677242193698493e-06]
['PDE1A' 1.6667787455513415e-06]
['CDCA7' 1.6636450816135631e-06]
['C9orf150' 1.6636092466377516e-06]
['GPC4' 1.6619329973926013e-06]
['MMRN2' 1.6575740584772314e-06]
['RHPN2' 1.6560582920830533e-06]
['GNAI3' 1.6555364144289312e-06]
['IL1F7' 1.6532363066548487e-06]
['SLC35E2' 1.6514040003256747e-06]
['HIRA' 1.6512181601220843e-06]
['LRFN3' 1.6501078278367553e-06]
['KCND3' 1.6490133005464652e-06]
['ZDHHC11' 1.647218684421342e-06]
['ANKRD23' 1.6459278027232169e-06]
['HSP90AB3P' 1.6416551237898957e-06]
['FLJ11151' 1.6414530415922271e-06]
['PHLDB1' 1.6408353285289582e-06]
['PPP1R14C' 1.6401928201319643e-06]
['CAMSAP1L1' 1.6389575556558063e-06]
['ARHGAP17' 1.6388210054726331e-06]
['RYR3' 1.630898334757162e-06]
['YKT6' 1.6293198809774116e-06]
['EXOSC5' 1.6292002879091388e-06]
['PCOLCE2' 1.625040547633524e-06]
['ELA3A' 1.6231121800355198e-06]
['RGS17' 1.6211823113561584e-06]
['EFCBP2' 1.6196879891165342e-06]
['IMPDH2' 1.6195358904274663e-06]
['FYTTD1' 1.6192174692593092e-06]
['ATRN' 1.6171739584071272e-06]
['DNAJC11' 1.6166235273240797e-06]
['CRTC1' 1.613526890810687e-06]
['CA5B' 1.612381907242548e-06]
['CUL1' 1.6117468519030788e-06]
['ZNF282' 1.6100995088173732e-06]
['FBXL13' 1.6051094184918387e-06]
['ZNF710' 1.603926852360338e-06]
['C11orf73' 1.6039118938111419e-06]
['SFXN2' 1.603605571127362e-06]
['MUS81' 1.6026327776180438e-06]
['INCENP' 1.5997426059659595e-06]
['HIG2' 1.5920070794216283e-06]
['hCG_2028557' 1.5885374678020072e-06]
['MID1' 1.5839724322889947e-06]
['RAB5B' 1.583657773858358e-06]
['PIK3C2G' 1.582115850305542e-06]
['REXO1L1' 1.5808453742985357e-06]
['ADIG' 1.5773927171442432e-06]
['PGBD3' 1.5766095618573806e-06]
['CST2' 1.5735308433154935e-06]
['BBS1' 1.571940816095564e-06]
['SRRM1' 1.5706007006797868e-06]
['CAPN10' 1.567686808646599e-06]
['FLOT2' 1.5630395965594563e-06]
['C18orf24' 1.5620651447170039e-06]
['PPARD' 1.5612923248368432e-06]
['CNTN1' 1.558883122969677e-06]
['HIST1H3D' 1.5584696642987107e-06]
['CES2' 1.5571649974374862e-06]
['FAM83G' 1.5551878431415322e-06]
['RCL1' 1.5550710637677156e-06]
['PRH2' 1.5547302026505325e-06]
['KCNS3' 1.5492342713666446e-06]
['PLCXD2' 1.5486057051068019e-06]
['RFXDC2' 1.5455675191742346e-06]
['PERF15' 1.5406670077284994e-06]
['PGDS' 1.538743081401231e-06]
['GALNT10' 1.5369662865903743e-06]
['MRAS' 1.5357663664205135e-06]
['SARM1' 1.5319667516813396e-06]
['HIST1H2BI' 1.530731192243904e-06]
['TMEM39A' 1.5305079698509376e-06]
['NDNL2' 1.527615810520415e-06]
['GLP2R' 1.5262180184973195e-06]
['PTPRZ1' 1.5202352583139846e-06]
['PARP11' 1.5202194955513506e-06]
['PHB2' 1.5193722033512939e-06]
['LOC407835' 1.5192807518950743e-06]
['ADD1' 1.5157506103279476e-06]
['MGC9913' 1.512783057421594e-06]
['TNFRSF1A' 1.5107231076263642e-06]
['TMEM41B' 1.5064165595857209e-06]
['GYPB' 1.5062269608588133e-06]
['NACA' 1.505918630594493e-06]
['DDIT3' 1.504796409009776e-06]
['PTPRF' 1.5037201901054597e-06]
['GTPBP8' 1.5032159278957332e-06]
['COQ3' 1.5027581825052945e-06]
['TPT1' 1.5019966206415216e-06]
['MIPEP' 1.4996397644189203e-06]
['COL9A3' 1.498298311494269e-06]
['RABGGTB' 1.4930707852651583e-06]
['NXNL2' 1.4927456941066432e-06]
['DIS3' 1.490218997513805e-06]
['MGC15523' 1.4882382643486744e-06]
['MTUS1' 1.4877304819113752e-06]
['C9orf116' 1.487686152444244e-06]
['LCE3E' 1.4866826044650902e-06]
['SLC39A14' 1.4859883307751947e-06]
['CHAC2' 1.485588150017236e-06]
['GPR37' 1.4846566312224737e-06]
['UACA' 1.484616020419701e-06]
['SYN3' 1.484611167350136e-06]
['CLIC1' 1.4826561062459382e-06]
['VAX2' 1.4818925730184679e-06]
['BMI1' 1.4807292531075001e-06]
['FLJ22639' 1.4801737611795662e-06]
['SIGLEC7' 1.4780769057574557e-06]
['GP1BB' 1.4767887998105511e-06]
['MPV17' 1.4765804147518812e-06]
['NANS' 1.475037712908521e-06]
['ABCD4' 1.4680694263511864e-06]
['RPL10' 1.4662554200942198e-06]
['TXNL4B' 1.4651873921634214e-06]
['TRIML1' 1.4624985729380082e-06]
['C6orf199' 1.4619811711955311e-06]
['HOXA11' 1.461849207934345e-06]
['ID1' 1.4486161254866403e-06]
['SLC27A3' 1.4483800130025356e-06]
['ADAMTS4' 1.4426482769340274e-06]
['PCOLCE' 1.4405826940369833e-06]
['PPP2R3A' 1.4359453334926036e-06]
['PPP1R3D' 1.435782827354045e-06]
['ZSCAN18' 1.4321495310674738e-06]
['IDH3G' 1.431209263612671e-06]
['ZNF84' 1.4261430743868145e-06]
['PRAMEF16' 1.4244210823753714e-06]
['TSC2' 1.4244114406418526e-06]
['CD3EAP' 1.4241861160614337e-06]
['PCDHB10' 1.4208200639809083e-06]
['OXER1' 1.4185464565061513e-06]
['LOC339483' 1.4173178536205127e-06]
['JMJD4' 1.4171844964450538e-06]
['ADAMTS16' 1.416000999822339e-06]
['MGC45922' 1.4150406525988697e-06]
['LY6G6C' 1.4106731061892095e-06]
['GPR172A' 1.4099220354970898e-06]
['LMCD1' 1.4069523561845202e-06]
['LIMCH1' 1.4058233358528358e-06]
['LOC554174' 1.404097671552049e-06]
['CIB1' 1.4027429443876506e-06]
['MSTN' 1.3961948846593348e-06]
['EPS8L2' 1.3957142984526006e-06]
['MKI67' 1.3947969050808093e-06]
['C11orf56' 1.3945439287079322e-06]
['NEK2' 1.3923734668822645e-06]
['VHL' 1.3922864041502349e-06]
['MCM4' 1.392256023289224e-06]
['STK3' 1.3895404740378226e-06]
['GDPD4' 1.3891100730859709e-06]
['TUSC3' 1.3885759123367396e-06]
['PHLPPL' 1.388532836945415e-06]
['RAB11FIP2' 1.3836909014708975e-06]
['NSF' 1.3824415673585035e-06]
['U2AF1L4' 1.3786066082010776e-06]
['SPON2' 1.3781628597509684e-06]
['C5orf26' 1.3776156254599581e-06]
['VPS39' 1.3761214130787441e-06]
['SLC5A9' 1.3749740931522225e-06]
['NAGLU' 1.3738535203599596e-06]
['CD84' 1.3673813791818617e-06]
['PKD2L2' 1.366715737287563e-06]
['MYO15A' 1.3642409864519656e-06]
['IL11RA' 1.36299249083981e-06]
['CXorf45' 1.3627693604644234e-06]
['ZNF550' 1.3615232413096538e-06]
['FSHR' 1.3594713035641011e-06]
['PNPLA2' 1.357785410197599e-06]
['GLRA3' 1.3542038489985401e-06]
['URM1' 1.3528578867526905e-06]
['PCDH7' 1.3517917128384268e-06]
['AURKC' 1.351450642113857e-06]
['MGC34774' 1.351450642113857e-06]
['TRPM6' 1.348323081963996e-06]
['ARL5B' 1.3480470477794394e-06]
['ZNF576' 1.3408166789890855e-06]
['EBP' 1.3405399194097157e-06]
['OR2F2' 1.3399961998807533e-06]
['PAK1' 1.3385320953605326e-06]
['TSPAN10' 1.3338094276387088e-06]
['WDR75' 1.3321558092299356e-06]
['MELK' 1.3274562832462468e-06]
['IGBP1' 1.3268663193509523e-06]
['VN1R5' 1.3247197837088875e-06]
['CD1C' 1.3203716514211658e-06]
['ZNRF1' 1.3202419692869076e-06]
['IKBKG' 1.3180216707392594e-06]
['GALP' 1.3139802043835668e-06]
['ZC3H3' 1.3137397610566287e-06]
['SREBF2' 1.3120544165071268e-06]
['PDE6C' 1.3106191770849508e-06]
['CINP' 1.3054108142097868e-06]
['NIP7' 1.3032814598007767e-06]
['XAGE5' 1.3003175416592162e-06]
['ARHGAP4' 1.3001495843736725e-06]
['MKNK2' 1.299181394429584e-06]
['KLF1' 1.2978234660121396e-06]
['IL19' 1.2941468254950865e-06]
['RASL11B' 1.293414384037868e-06]
['PPAP2C' 1.29338208388952e-06]
['ITGA2B' 1.2911387488422571e-06]
['NUP160' 1.2908594732847962e-06]
['GAA' 1.2891275886887254e-06]
['PH-4' 1.2877747672957818e-06]
['PRKAR2B' 1.2876672274780863e-06]
['MCM3AP' 1.2863637122497023e-06]
['NEDD1' 1.2849210370333527e-06]
['FAM48A' 1.2849038867062894e-06]
['WBSCR22' 1.284332327516167e-06]
['MIP' 1.2810381895186265e-06]
['DNAJC10' 1.2799257292435142e-06]
['RGPD4' 1.279370888810497e-06]
['RPS9' 1.2733368966730483e-06]
['ERCC8' 1.2726522372405114e-06]
['TRAM2' 1.2713766647167244e-06]
['RTKN' 1.2699569507746585e-06]
['RHCG' 1.2685142759751088e-06]
['CLDN11' 1.2683262026285823e-06]
['FIP1L1' 1.2662327207438607e-06]
['HLA-C' 1.264871165832276e-06]
['C6orf115' 1.2601897308905315e-06]
['CUL4A' 1.2565218946837891e-06]
['C1orf34' 1.2555679504563522e-06]
['TMC8' 1.2553397655099276e-06]
['PEF1' 1.2551650884455424e-06]
['AKAP1' 1.2526451019552453e-06]
['CAB39L' 1.249425165170024e-06]
['ZFAND2A' 1.2482668024597272e-06]
['NDRG1' 1.2443943159085296e-06]
['NLRP7' 1.2434929547270375e-06]
['SMA4' 1.2429690659616078e-06]
['PPP1R12B' 1.2414177826910175e-06]
['SOST' 1.2409266818774094e-06]
['TAGLN2' 1.2396597311032771e-06]
['PLSCR1' 1.2391404713932074e-06]
['ANKRD39' 1.2372035167229691e-06]
['PRKAR1A' 1.2361643818030897e-06]
['TBC1D2' 1.235780590655115e-06]
['HIST1H3A' 1.2347013608752619e-06]
['FAM26C' 1.2328713100437757e-06]
['NOL14' 1.2318143992049481e-06]
['RP11-78J21.1' 1.230452163877779e-06]
['TMEM155' 1.2290338479011013e-06]
['MFN1' 1.2284481620726394e-06]
['ZNF610' 1.226594824703167e-06]
['AKR1B1' 1.2262168553575403e-06]
['AMHR2' 1.2241333164838235e-06]
['LMTK3' 1.2237921038275303e-06]
['PRPSAP2' 1.222235609073942e-06]
['KRTAP4-10' 1.2203723975010343e-06]
['C6orf134' 1.220293091560451e-06]
['TMEM16B' 1.2197177647447844e-06]
['TP53I3' 1.2184873017045875e-06]
['USP14' 1.2181566179844688e-06]
['WWC3' 1.2177604700089358e-06]
['PRMT3' 1.2157391791934894e-06]
['SCGB1A1' 1.2156554115796738e-06]
['CHRM3' 1.2111244169725272e-06]
['GNAI2' 1.2094583226288229e-06]
['TTLL11' 1.2003079725991347e-06]
['C19orf34' 1.2000041122136787e-06]
['FOXO4' 1.1983011868816312e-06]
['RASEF' 1.1968591988295025e-06]
['WBSCR28' 1.195767295344572e-06]
['ITGAV' 1.1946782827045723e-06]
['GAS2L3' 1.1942969412973665e-06]
['SLC26A6' 1.1938804429174198e-06]
['COL18A1' 1.1938545915000874e-06]
['SSBP3' 1.1925450338080423e-06]
['KITLG' 1.1914755494927249e-06]
['LRRC16' 1.1900893483925697e-06]
['RABAC1' 1.18786566484104e-06]
['SGSM1' 1.1871022493709122e-06]
['C9orf131' 1.1841134946815912e-06]
['IFI35' 1.1831285711250874e-06]
['LLGL1' 1.1823311027522204e-06]
['CASC2' 1.1791618276259506e-06]
['FAM40A' 1.1786625351093947e-06]
['RBM3' 1.1783122962832158e-06]
['P4HB' 1.1763912752573666e-06]
['SPATA12' 1.1722723440047153e-06]
['PSMB8' 1.1721105641623546e-06]
['CHST3' 1.171481367898033e-06]
['BMP2K' 1.1704694012250329e-06]
['HOXB9' 1.1694666436436527e-06]
['KRTAP7-1' 1.1680092021637366e-06]
['SLC12A4' 1.1679614222475982e-06]
['NAPB' 1.1658405860056726e-06]
['C19orf22' 1.1653787555937798e-06]
['KIR2DL4' 1.1637499374653556e-06]
['ZNF641' 1.1604076188485346e-06]
['C6orf27' 1.1592750489355396e-06]
['SUHW2' 1.1570271404757927e-06]
['TPH2' 1.1547073968636753e-06]
['ATAD1' 1.154409960459684e-06]
['FAM96B' 1.1528168925577425e-06]
['LSP1' 1.1528105730580526e-06]
['P117' 1.1526120210198003e-06]
['MRGPRX3' 1.1511298875462068e-06]
['IRX2' 1.1509993314930349e-06]
['EXOSC1' 1.149009505028768e-06]
['METTL3' 1.148655338131614e-06]
['MGC14425' 1.148655338131614e-06]
['GPR156' 1.147972427704663e-06]
['SRD5A1' 1.1478867009524001e-06]
['PTN' 1.1473551837542754e-06]
['AXL' 1.1450827807429473e-06]
['CDC42SE2' 1.1444711155776281e-06]
['DENND4C' 1.1434634238981443e-06]
['PPL' 1.1428953749770456e-06]
['OR10A5' 1.1427057610098604e-06]
['ZNF688' 1.1414661264298044e-06]
['RAI1' 1.138438258886047e-06]
['SIX3' 1.1341912007979395e-06]
['CHERP' 1.1334734872475419e-06]
['LOC442590' 1.132973613716002e-06]
['OR10AG1' 1.1309226644076862e-06]
['ZIC2' 1.1305205794882635e-06]
['ATP8A1' 1.1302931902301302e-06]
['RABEPK' 1.13016491669741e-06]
['C10orf88' 1.1284256916654164e-06]
['CEND1' 1.1277767475114837e-06]
['CHRNA3' 1.1250314138741142e-06]
['RP11-114G1.1' 1.1248144797028615e-06]
['DNTT' 1.1227958063392002e-06]
['SPATA2L' 1.122278347192894e-06]
['NCOR1' 1.122044854791988e-06]
['MND1' 1.1215468153697679e-06]
['SRP72' 1.1187809655545096e-06]
['XPO5' 1.117844217440317e-06]
['IL1R2' 1.117380599697664e-06]
['MATN2' 1.1167302198904822e-06]
['CYP4F8' 1.1165337896599063e-06]
['FOXP2' 1.1160682139880228e-06]
['FLJ43860' 1.1133870198448953e-06]
['TYK2' 1.111571134067774e-06]
['CCDC104' 1.110921352172447e-06]
['LILRB2' 1.1097335108450347e-06]
['RNF170' 1.1049106267007065e-06]
['RICTOR' 1.1048332877817072e-06]
['MYBPC2' 1.10429466706141e-06]
['C13orf15' 1.101402971372472e-06]
['ZNF289' 1.1001194122876547e-06]
['PCGF3' 1.0983557237648989e-06]
['EVI2B' 1.0928549870369396e-06]
['PREX1' 1.0924537066246755e-06]
['HMG2L1' 1.0922371684475498e-06]
['BACH1' 1.0916465447819509e-06]
['C21orf84' 1.0911494185652616e-06]
['TTC7A' 1.0908975942337855e-06]
['MOBKL2A' 1.0906613661015258e-06]
['NTRK2' 1.089168345506647e-06]
['C14orf166' 1.088622941163895e-06]
['KIAA0196' 1.0869410083086938e-06]
['C12orf48' 1.086655506996007e-06]
['RYBP' 1.0860038946546442e-06]
['SLC43A3' 1.0854717467590656e-06]
['CR1L' 1.0836962644546728e-06]
['HMCN1' 1.0826993450396234e-06]
['DPP6' 1.0813717674367144e-06]
['PCDHB2' 1.0806267562617693e-06]
['KRTAP1-5' 1.080016997495453e-06]
['VASN' 1.077163060600249e-06]
['LOC196541' 1.0771218704132305e-06]
['CSRP2' 1.076968307397946e-06]
['ANKRD53' 1.0769600740062725e-06]
['KRT1' 1.0766798644063147e-06]
['LASP1' 1.075857437205106e-06]
['CIZ1' 1.0756172900762016e-06]
['REM1' 1.0739483126542e-06]
['ADCY5' 1.0729643636879434e-06]
['AKT1' 1.0694647791849208e-06]
['LOC402117' 1.0694326225025906e-06]
['ALDH7A1' 1.0681712164980058e-06]
['AFAP1L2' 1.067220110423308e-06]
['CAB39' 1.0658055013634654e-06]
['ENTPD4' 1.06522188549662e-06]
['CCKAR' 1.0631238609715406e-06]
['KCNMB3' 1.0608278085077695e-06]
['UBLCP1' 1.0587502363941766e-06]
['ULBP1' 1.0583723437104256e-06]
['RAB3IP' 1.057871025712922e-06]
['ARL9' 1.0568345265992539e-06]
['ARMCX2' 1.0567126740163846e-06]
['C17orf64' 1.0538876668561808e-06]
['RIPPLY1' 1.0530918975194799e-06]
['FAM89B' 1.0520661946197291e-06]
['P4HA3' 1.051473213756875e-06]
['CUEDC2' 1.0507000334275394e-06]
['SF3B1' 1.0500177743181602e-06]
['ACTR2' 1.0473849522549054e-06]
['PARD6G' 1.0444119600332338e-06]
['GNG4' 1.043347593074196e-06]
['CLMN' 1.0393135523613127e-06]
['HR' 1.0387718269461764e-06]
['NCAM2' 1.0381308267631683e-06]
['CKAP2' 1.0358855647850132e-06]
['BST2' 1.0355509547337883e-06]
['DENR' 1.032000454693554e-06]
['MED28' 1.031903219576049e-06]
['RECQL' 1.031702232559614e-06]
['ZNF777' 1.0304979692874788e-06]
['ATAD5' 1.0290936137384874e-06]
['HLA-DRB5' 1.0271371032265761e-06]
['ACAA2' 1.0261825991404022e-06]
['LOC728635' 1.02593288079463e-06]
['KYNU' 1.025609700158732e-06]
['HTR2A' 1.0213876542522644e-06]
['LONRF3' 1.020800987921642e-06]
['CENPL' 1.0208009879215197e-06]
['BRF1' 1.0180839272907513e-06]
['HSPE1' 1.0163861430121485e-06]
['HMGCR' 1.0163707653812335e-06]
['SFI1' 1.0163244810776425e-06]
['BAG2' 1.0150413014758138e-06]
['OR6M1' 1.0149103431330396e-06]
['CLIP2' 1.0146017384833288e-06]
['RNF125' 1.0145704906378837e-06]
['GTF2I' 1.014133122585124e-06]
['STOX2' 1.0135879815853752e-06]
['SAMD4A' 1.01340235979962e-06]
['GABRG3' 1.0124503832116767e-06]
['ATG4D' 1.0111270423460172e-06]
['NMNAT2' 1.010338645461188e-06]
['GNMT' 1.0102968841988611e-06]
['NDUFA12L' 1.009603047359998e-06]
['RNF20' 1.007851884009291e-06]
['SLC35A5' 1.0059834204768283e-06]
['DYNLRB1' 1.0043464712988537e-06]
['SAMD9L' 1.004338346488475e-06]
['CHKA' 1.0019115961667137e-06]
['VWA1' 1.0004069472561206e-06]
['LSM8' 9.980068553526162e-07]
['RCN3' 9.968473892712979e-07]
['RASSF5' 9.941289165443614e-07]
['DDX50' 9.906647996548103e-07]
['SESN1' 9.90185276237099e-07]
['SELL' 9.898556678298217e-07]
['BCL7A' 9.895501767490987e-07]
['KLRF1' 9.873298265392682e-07]
['JAK2' 9.86306902638885e-07]
['PGRMC1' 9.861338427881958e-07]
['PRO2012' 9.841337137842738e-07]
['ARMC5' 9.819402498837938e-07]
['THRSP' 9.809405681140718e-07]
['CACYBP' 9.809405681140718e-07]
['FBXO17' 9.807228917295015e-07]
['PSCD4' 9.801407475181032e-07]
